ID|Tweet|Subtask_A
|user dediimi tekrar ederek sizin adnza cok mutlu oldugumu belirtmek istiyorum umudumu diri tuttunuz vaktinizden ayrp cevaplama inceliinde bulunduunuz iin candan yrekten teekkr ediyorum|OTHER
|user nasl cuzulur mamglu destek vererek|OTHER
|neymi elimden telefonu drmyomuum ee hakl tabi|OTHER
|user niye sudanda tarm arazisi kiraladmz biri bana anlatabilir mi hayr bizim canm konya ovas aramba bafra ovalar ve daha niceleri bakalarna m lazm|OTHER
|abdrrahim albayrak milyonlarca galatasaray taraftaryla dalga geiyor o aklamalarn baka bir aklamas olamaz|OTHER
|user user user adamn kolunda hilal kl olmas trk ulusunun hayatnda ne deitirdi tam olarak|OTHER
|bu lke zenginleecekse sanayi yatrmlaryla zenginleecektir bina avm dikerek deil bu tr mteebbislerin desteklenmesiyle bir yere gelecektir sezonluk ii altran inaat firmalar yerine dzenli istihdam yaratan fabrikalar desteklenmedii srece geri gitmeye devam ederiz|OTHER
|user bizi anlatyor ondan hdkdndk ackl eyler yaarken halay ekiyoruz hdkdndodm|OTHER
|millet takipi tagina katilip takipi kazanir ben unf yiyorum|OTHER
|user silivri 'nin fenomen travesti 'si aya ben 01692760036 user silivritravesti corlutravesti corlu user tekirdagtravesti tekirdag user edirnetravesti edirne beylikduzutravesti beylikduzu|OTHER
|kalbimde krk dkk bir sen kaldn sen zaten hep oradaydn|OTHER
|hmm bir de hibir eyin getii yok her eyi geitiriyoruz nokta|OTHER
|lecez diye glmeyek mi amk |OTHER
|allah belam vermesin ki ikinci fotorafta resmen eski sevdiim ocua benziyor san sar yapsanz o zannedebilirdim|OTHER
|user seni kskanyorsamsana bagryorsamseni kstlamsamsana hesap soruyorsamseni sahiplenmisem demek ki seni cok sevmiim|OTHER
|user stiklal caddesi'de kitap kalmad bakanm her yer nargile ve fuhu yuvas oldu sizden bu konuya deinmenizi isteriz|OTHER
|"user niye ""bakan"" olmak onu diyebilmek deil miydi !!"|OTHER
|zaman geldi acil ihtiyalar dnda hibir ey alnmamal tuketimboykotu|OTHER
|istanbul iin ezan ruki iin uyku vakti|OTHER
|stanbul bbb olan ismimi degistirp cumhurbaskanligina terfi ettiriyorum kendimi unku niye yapmayayim|OTHER
|krarlar diye hayal kurmaya korkar olduk|OTHER
|cb zaman orulu olcaz oha random premiosmtvmiaw mtvbrkpopbts user|OTHER
|bugn ie gitseydim uyuyasm gelirdi izin gnm ya uyuyamam|OTHER
|user ya sizi aktan korumaz ama ak bir dereceye kadar sizi yatan korur|OTHER
|user user geen sene cezal ve sakatlat nedeni ile fb forvetsiz kald diyenlere en gzel cevab sahada aykut hoca alper potukla vermiti hi alayp szlamamt var olanlar deerlendirmiti ligi 2 ve kupada final oynatmt ite td budur|OTHER
|user sosyal medyada gl olmak iin takipleselimmi user takip edersen gt 100 yapilir|OTHER
|user tum cicekleri kopartabilirler ama yine de baharn gelmesini asla engelleyemezlerneruda|OTHER
|bugn belki ok azmzn bildii bir bilgi rendim arzuhalcilik ok eski dnemlerde kazanl ilerden biriymi cumhuriyet'in ilanndan sonra stanbul'dan anadolu'ya da yaylm anadolu'daki arzuhalcilerin en nls kemal sadk gkeli'dir|OTHER
|sevgilim gerek u benim deilsin |OTHER
|yaztn gryorum seni mutlu eden birileri var be adam sen artk bakalarnn m spermanisin|OTHER
|user cevap yokki dm den ulasiyorum|OTHER
|user allah beterinden korusun abim ok teekkr ederim hayrl akamlar|OTHER
|user doru ynde birok defa kk adm atmak geriye doru tkezletecek ne byk bir srama yapmaktan daha iyidir|OTHER
|kar apartmandaki niversiteli ocuklar son ses ilahi dinliyorlar neden reis neden peki|OTHER
|bu gece ar am ar|OTHER
|bugn sabaha kadar kutlama var saldrgalatasaray|OTHER
|gzeli sevdiimiz iin deilde gzel sevdiimiz iin kaybediyoruz belki de biz user picemiyeti|OTHER
|biz bugn niye 7 de uyandk|OTHER
|user sabah sabah taaa gurbet ellerde bunu gormek biraz zd|OTHER
|denis rohan deli raporu verilerek serbest braklmt ilk frsatta 28 ubattan dolay hala ieride tutuklu kalanlar lenler aklma geldi bugn srailin geldii noktay aklamak iin devlet temelli ideolojik duruun da ne kadar nemli olduunu alglamak gerekiyor|OTHER
|user user user byle olunca rnlerin maliyeti de artt maliyet artnca sat olmad sat olmaynca iiler karlmak zorunda kalnd son haddine gelenler batt|OTHER
|user sayn vekilim binali bakanmz cesaretini ortaya koymutur imdi onlar dnsn|OTHER
|hafta sonundan nce gayet kaliteli bir bilgi|OTHER
|tam bu saatlerdi yataktan herhalde binamiz cokuyor diye kalkmistim tam 45 sn annemin cigliklarini dinledim 1 hafta sokakta yattim hayatima etki etti umarim tekrarinda ayni zayia ve kayiplar yasanmaz olenlere allah tan rahmet diliyorum 17agustos1999|OTHER
|ateolmayanyerden ateolmayanyerden fatih bey ekonomi hakknda artk haber yapmyorsunuz galiba seim bittii iin mi acaba|OTHER
|neyin zrval bu allah akna ya best of a afroditi mi 2 de 0 ekti sabriye 2 de 2 ve hikmet bey byle sylyor emredersiniz komutanm baka ne istersiniz|OTHER
|user super abi ya devamda olsun|OTHER
|lan ak ediyorum benimle evlenir misin|OTHER
|ltfen eski sporcu ve antrenrlerimiz ile irtibat kurup onlarnda kendi sosyal medya hesaplarnda fener ol kampanyasna destek olmaya davet ediniz bu kampanyaya destek olabilecek tm kiilere kampanyann reklamn yaptrabilmek en ncelikli greviniz olsun user|OTHER
|alem i slamn mbarek kurban bayram kutlu ve mutlu olsun rabbim bata lkemizle beraber tm insanla bar hakim klsn birlik ve beraberliimiz daim olsun|OTHER
|dia will you go out with me arksnn deerini kimse bilmedi zc|OTHER
|abi bi gn geti imdi bioya yazsam grgsz olur muyum yine|OTHER
|gidilmeyecek gibi bir film deil herkesin gitmesi gereken bir film|OTHER
|"peki ya ""kurun orucu bozar m "" diyen filistinli ocuun orucumu daha makbul bizimki mi dnmek lazm !!"|OTHER
|bilmediimbirey varsa o da hibir ey bilmediim|OTHER
|user harika yerler canm yaparsn inallah |OTHER
|hayrl sabahlar hamdolsun trkiye'min sabah bile bambaka almanya'dan kesin dn hayatmn en iyi kararym|OTHER
|bakalarnn senin hakknda ne dndkleri konusunda endie duyduun srece onlar senin sahibindirr|OTHER
|bilen bilir benim hayatmdan koca bir erzurum geti beni zemezsiniz kolay kolay|OTHER
|berkin elvann yannda olmadnz bari acl annesinin yannda olsaydnz da samimiyetinize inansaydk!|OTHER
|falih rfk atay iin duyduum en doru tanmlama bu olabilir|OTHER
|tgrthaber user yaplandrmaistiyoruz kamu bankalar vatandalarna eit davranmak zorunda deil mi faiz indiriminden bir ka hafta nce yksek faizden kredi ekenlerin ne suu var|OTHER
|user aynen kral u iki sezon ampiyon olalm da onlar daha gen bizi iki yl ampiyonluk paras geliri lazm ampiyonlar ligi geliri lazm iki ylda nerden baksan 350 milyon euro yapyor bu gelirler|OTHER
|souk deil ama ok kalnca yorsun ayn insanlar gibi|OTHER
|bayram matbaa ileri ondan sorulurmu hatta basnda buna tepki gstermi sadece ynetime giren mi i yapacak diye yeni ye bakan bu konuda ne yapcak grcez takibimzde|OTHER
|kendi iime yle gzel kurt dryorum ki |OTHER
|user saf msnz erdoan soylu binali ve dierlerinin kendi taraftarlarn ikna etmek iin her platformda bu konuyu ilemeleri gerek sorular genlere nceden verilir erdoana kontra soru sorulmas olas deildir erdoana orta yaplr o da ya gol atar ya da taca|OTHER
|user her gzya yenilgi degildir insan bazen daha fazla dayanabilmek icin aglar|OTHER
|her yerde indirim var her yerde ve benim param yok acilen biriktirmem lazm bir haftada yetmi lira falan (|OTHER
|user user bende 4 kt son rakam ok mutluyum ki 4 kmasna|OTHER
|user allahallah akina u smler karitirmayin|OTHER
|yamur iseliyor korkarak yava sesle bir ihanet konumas gibi|OTHER
|ay nese ok gsel oldum aynada bakip kendm porum|OTHER
|byle hic bkmadaann cizgi film izliyebilirim|OTHER
|user etmezmiyim hi allah'tan ne diliyorsan inallah kabul olur rabbim tm dualarn kabul etsin kardeim|OTHER
|bir hayalim var roma'ya gitmek roma sokaklarini bi elimde drm altmda scooter ile gezmek|OTHER
|"putin'e ""nice to meet you"" diyip cevap alamamis gibi uyandim"|OTHER
|user dnyada baka rnekleri var m yoksa bu da bize has bir sistem mi|OTHER
|user benim gibi ksmetsizlerin duas kabul olur|OTHER
|user user ben mantkl bir ey gremedim!|OTHER
|uakdedikleri ne illet biey be kardeim insann yakasna yaptm brakmyo|OTHER
|yarm kalan bir eyler var|OTHER
|arkadalar durusmadayim salonda ynetimden kimse yok kulp avukat var tabiki liseciler burada etkili bir savunma yaptlar sz kulp avukatnda su an duruma devam ediyor henz karar yok|OTHER
|beni gzel hatrla sana unutulmaz geceler braktm sana en yorgun sabahlar glm gzlerimi sonra sesimi braktm orhan veli|OTHER
|baz lkelerin mne tugay saylar talya 0 belika 0 yunanistan 0 rusya 0 spanya 0 fransa 0 almanya 0 trkye 1 1 liralk mine tugay' 15 tl'ye alp olimpiyat mealesi gibi elinde dolatrdnda stat atladn sanan zavalllar|OTHER
|user d rda falan bulamadm hi bakarm tekrardan teekkrlerrr|OTHER
|memelerini kanser yedi kimsenin tutmad hi elini zaten elleri de kanserdi|OTHER
|user user hep ayn eyleri konuuyoruz reis talisca veya onun gibi oyuncu aln diyoruz bunlar gidip nerde er p var menajerlerin nerdii oyuncular alyor baturlarn oyuncusu bu sloven salihde|OTHER
|user tatil bok gibi gecerken birde okullar 6 gn yaptklarn sylyorlar vay|OTHER
|edebiyat kitaplarnda olmayan bir iirsin sen|OTHER
|izmir niye cehennem azab ektiriyon|OTHER
|user amaaaaan boverin dikkate alnacak szlerin sahiplerinin de bir deeri olmal syleyen kim ki kt sz de sahibine aittir ayrca gln gein|OTHER
|user kumsaln ocuk bayramn kutlayacam ben|OTHER
|user user ya aa kafay yicem artk tutmular bi aykut kocaman diye kafay yediler allah akna bu takm 4 senedir ampiyon olamyor aziz gitti sra aykutta bizim nceliimiz fenerbahe bunu unutuyorlar buna deli oluyorum|OTHER
|4 b ile ilgili haber bekliyoruz hadi bu konuyu da syle user valla ok kii bekliyoruz reis hadi|OTHER
|user 2 yd sonras yldrma dnemini balatt kulp belli ki demirren sonrasndan daha kt durumdayz|OTHER
|hayrl cumalar dilerim mslman alemine|OTHER
|bak insanlar birbirine yakn ama bir o kadar da uzak oluyor|OTHER
|aang nk evcil hayvan var|OTHER
|user allah iyiliini versin stanbulca konuulan tivitr vard iyi bilirim|OTHER
|user siz kafanizi cok takmayin ocuklar buyukler gerekeni yapar ha oyun ve elence olarak yine konusun tabi ki sizinde hakknz cocuklar|OTHER
|user ecel gelmeden uyanmal ibadetlerimize 4 elle sarslmalyz rabbim imanl olarak lmeyi nasip etsin amin|OTHER
|imden hla adn silemesemde stn karaladm|OTHER
|"sabaha kadar dev yaptm akama kadar uyumam gerekirdi ama kuzenim arad atm ve dedi ki ""merve sana nemli biey sorcam edirne'deki selimiye camii'de o ters lale nerdeydi sanal tur yapyorum da internette bulamadm"" fkeden kfr etmekten uykum kat"|OTHER
|griden halliceyiz fakat siyahtan karanlik|OTHER
|gnaydn dn gece yav ben bunlar yapmayi nasil ogrenmisim diyerek en sevdiim tirma mesaj att sal|OTHER
|karsta yokmu bayan arkada maddiyet hi nemli deil|OTHER
|her sabah valilik ve borsa binasn grnce gerekten iimi bir hzn kaplyor bence zmirin en gzel binalarndan bazlar btn sahilin yle olduu gnler ne gzelmi gzel olan her eyi ykmak bizde genetik sanrm|OTHER
|user user user user user user user user user user olmam hi olmam ikolata ne yahu|OTHER
|sen doru sevgiyle sevilmi yanl insandn belkide|OTHER
|user ve user aday gsterilmiyor ama 80 lik deniz baykal aday gsteriliyor bizler gen ve alan insanlar lazm derken hala 80 yandaki adamlardan medet bekliyoruz ok yazk ooook|OTHER
|daha ne kadar kaybedebiliriz ki neyimizi alabilirler bizden her seyi tketmis umudu ve midi olmayan bir insandan ne alabilir ki hayat veya insanlar elinde ne varsa kayp giden bosver giden gitsin gelecek belki daha gzellerini getirir umut et|OTHER
|user bakr rengi boya aktnda kays rengi oluyor diyorlar|OTHER
|lkemizde user en ok gelir salayan kurumlarn banda yer alr fakat bu geliri salad vatandan ilemleri alan saysnn yetersizlii nedeniyle aksyor ve vatanda yeterince iyi hizmet alamyor emlakveemlakynetimi mezunlar kurumun i ykn azaltmaya hazr|OTHER
|kozaa te trend hissesi fark niye br gitmiyor da bu gidiyor nk trendde arkada neyse 8 19 8 21 nceki zirvelerdi malum orada satcnn beklemesi normal geerse yeni diren yazarz bayram sonras artk|OTHER
|dardan soukkanl ve odun grnyorumdur ama iim kan alyordur|OTHER
|user ucuz olabilir ama cennetle alakas yok bro skskskkss|OTHER
|deliler gibi yazm yanl yapmak istiyorum yle hereyi bitiik yazmakla gemez off|OTHER
|user nasl ki yaznn son ksmnda ele geirilen(!) medyaya deinilmise kaynak gsterilen medyann da yazda deinilen medyadan fark yok maalesef|OTHER
|user user bankamatik memurlari iten atlyor ise biri onu gzetliyor akll olmak lazm|OTHER
|user niyeymi o toka sadece kadnlara m zel|OTHER
|user tamam zengin kz fakir adam oldu mu|OTHER
|gene otobste ok radikal kararlar aldm eve gidince geecek|OTHER
|user niversiteyi herkes kazanr hayatm nemli olan gelecei olan meslei semek|OTHER
|bunca senelik mzisyenim ama sevdiim kadn iin hi beste yapamadm o'nun ne tasarladysam basit geldi ve sildim hep|OTHER
|user gnaydn neem en sadaki ayn ben|OTHER
|user user tutuyorum kanka ta gibi iddetle neririm |OTHER
|allahm nasl bi ar sabahn krnde uyandrd|OTHER
|user yyyaa teekkr ederim aynlar benden sana gelsin|OTHER
|u an alayasm geldi mesela|OTHER
|user ben iki kilo vermek iin bir ay her gn kouyom gr oynamyor tebrik ediyorum bayan|OTHER
|"uefaya verilen liste konusunda ersun yanali birtek orta saha tercihi icin elestiririm orta saha icin yazilacak son isim tolgay olmaliydi bence ama belliki hoca oyuncuya ""sana guveniyorum"" mesaji vermek istemis soldadonun yazilmamasi ise cok dogru"|OTHER
|user singapurdaseks yaplabilmesi icin (dogum orann arttrmak amacl) resmi tatil gunu vardr ulusal gece|OTHER
|user herkesi takip etmemenin elitligini yasiorum uan|OTHER
|tek bama merve nin instagramnda geziniyorum nyorum yapyorum ama tek bama (|OTHER
|herkes kendi iini yapsn yerimizi bakalar almasn ameliyathanetek3000kadro user user user|OTHER
|sleyman soylu insanlar blmeye alt iin protestoediyorum|OTHER
|alamaktan gzlerim imi ama ok iyiyim|OTHER
|yan masamdaki adam yapt kaak gm kazlar hakknda yanndakilere bir eyler anlatyor yanndakilerin nasl sknts varsa adama ak ak bakyorlar umudun her trls insan yola karr|OTHER
|user ajfshsjfjsjsjfjsks allam srmak isteyip sramamak ne ac|OTHER
|user diyelimki vaktin kmadan yetiecektin arabaya binerken sonra yol tkand dini ama|OTHER
|user 15 temmuz sebebiyle rte yaz 2002 ye yolla 5 gb internet kazan bana geldi yaptm sende yap|OTHER
|yaz aylarnda exo comeback yapmaynca eksik hissedecekmi gibi oluyorum ayrca ot9 zledim hayat ok rahatsz edici ilerliyor|OTHER
|user neyi eletirdiinizi anlamak zor siz olsaydnz ne yapardnz oradaki amacn ortamdaki gerginlii azaltmak ve kldarolu'nun gvenliini salamak olduunu grmyor musunuz sonuca bakn halkn zerine tank top gndermerini mi bekliyordunuz yarglamalar mahkemede yaplr!|OTHER
|dm'den attm videoyu bana anlatan arkadam ben sana o videoyu anlat diye mi attm zleyip random atsana|OTHER
|bu nasl derttir derman yoktur bedenimde deil ruhumda sz|OTHER
|peki ya lmeden vazgeersem seni sevmekten|OTHER
|gerekten bu kadar zor mu kendinizde hata grmek ya kimse bir zrle karakterinden egosundan dn vermez merak etmeyin|OTHER
|demek yeonjun ve beomgyu birlikte grmler ikisi de favorim zaten ve yeni ship im de mi olacaklar acabaaaa ahshsnssk|OTHER
|yrmin ediyorum akrilik ve yal boya sulu boyadan daha kolay bu ne srnyorum|OTHER
|gece kolumun stne yatmsm simdi uyandm kolum yok yatagn icinde kolumu ariyorum bagra bagra hatta fndga diger kolumu koklattm digerini bulsun diye iyice psikolojim bozulmus benim|OTHER
|syleyin gne ne zaman doacak acaba! gece srp gidemez afak sktkten sonra bir deyin yamur ne zaman yaacak acaba! kar buz byle kalamaz cemre dtkten sonra|OTHER
|user mitasyondur o eer deilse adam kesin aldatlm rip|OTHER
|denizli kendi sahasnda niye kapanyor hi zevk vermiyor bu kadar korkulmaz ki biz zaten atak futbol oynayan bi takm deiliz ki |OTHER
|user user user sra user da eminin amacini boynuna dokuyacaktr user|OTHER
|user alt yazi gecti insallah sehid yoktur|OTHER
|hayatmda kimin gz varsa gz ksn bu saatte hastalkla urayorum|OTHER
|ben artk hlamur imek istemiyorum ihlamur olmak istiyorum ya da nane limon|OTHER
|hayatmdaki ilk kii o lk sarldgm o lk ptgm o souk k gecesinde bile stan o her ey seninle gzel|OTHER
|yakn arkadamla otururken karmdan ona nude gelmi gibi bi akam|OTHER
|tatlc mi baban senin canisi anlatsana biraz )|OTHER
|user alyorum sevgilim alyorum elimde bak alyorum sanma ki senin iin alyorum mutfakta soan doruyorum|OTHER
|ktphane de ocuun biri yanmda uyuyordu bir anda uyanp ses gelmiyor mu diye sordu ama suratnda da iz km kahkaha atmamak iin zor tuttum hsjxjdjdj|OTHER
|"1933'te byk atatrk'n direktifiyle milli eitimbakan reit galip'in nclnde niversite reformu yaplmtr lke uydu ""niversitelerin amac bir lke genliinde bilime kar ilgi uyandrmak suretiyle tm vatandalara hatta btn insanla kar sorumluluk duygusu vermek"|OTHER
|kadn arkadalarm nolur brakn dolgu topuklar tarihe karsn nolur|OTHER
|user bunun arkasndan gelir mi ksa metrajl bi fullhd 4k bi alman dd|OTHER
|user user sen bizi dvdrcen anlald azdan az zaaaaaaadan ok gider bizi bi sortie iin yetim ksz braksa ne olur biz aymzla ucuz biramzla mutluyuz|OTHER
|oluca varsada olmasn bu saatten sonra|OTHER
|user hea iste ben lisedeyim daha blmnden dedin diye dedim xhajxklv bu arada istedigim blm bitirmisin i am little bit sad cunku sadece istiyorum xbajxkvlbl|OTHER
|user seninde kardeim mbarek olsun esenlikle dua ile|OTHER
|ben seni deil iimdeki seni sevmiim meersem|OTHER
|yle b an yaamadan lmem n|OTHER
|user sonuna kadar yle batan sona baka hibir anlam tamayan bir yarg ben de burda yazmak istemezdim ama bugn ar bunaldm|OTHER
|esyaya girmiyor ama babamn balkona zorla diktii biberler ne yiyebiliyoruz ne dokunabiliyoruz onlar birer prenses|OTHER
|user user biz seninle yllardr beraber yrdk yllarca davana ortak olduk hicbir kar gtmeden imdi cevremizdeki insanlar soruyor ne deiti hala szsnz diye bizde diyemiyoruz ki 5 aydir sn user ile sn user keyfini bekliyoruz diye|OTHER
|ylesine karanlk ki gecemiz ha olmu ha olmam pencere miz|OTHER
|gecenin bu vaktinde aklma eski bir fotoraftaymsn da yzn bana dnk deilmi gibi geliyorsun btn ehri uyuttun btn klar kapal kediler bile sokaklarna ekildi ama kendi masaln birtek kendine dinletememisin gzlerin gecenin bu vaktinde kurduun dlere ak |OTHER
|user olmamal yuta hyung ok sinirlenir|OTHER
|user okadar emek ediyoruz insann zoruna gidiyor tabiki|OTHER
|namaz allaha sevgidir allaha iltifattr badet allaha sevgimizi gsterme eklimizdir tm ibadetler allaha sevgiyi ifade eder sansar salvo|OTHER
|yln en kudurtan insan diye dl m versek ))))))))|OTHER
|siyah bereler kaybolmak iin varlar|OTHER
|ocukluunuzda 'tp' oyunu oynadnz deil mi o zaman 8 temmuz'a kadar yerimizden kprdamyoruz 'tip' tamam t a m a m|OTHER
|allahn sevdiklerim byk saatte cierle kahvalt yapp gnee ate eden memleketin ocuklaryz biz inanmyorsan aha dayya sor adana2020yegiriyor|OTHER
|user nsann aklna gzel eyler geliyor|OTHER
